,pass,data1,data2,data3,data4,classid
885,./characters/bart_simpson/pic_0452.jpg,6,45,228,400,2
886,./characters/bart_simpson/pic_0453.jpg,244,9,501,402,2
887,./characters/bart_simpson/pic_0455.jpg,72,224,308,454,2
888,./characters/bart_simpson/pic_0456.jpg,178,92,281,308,2
889,./characters/bart_simpson/pic_0458.jpg,103,223,195,394,2
890,./characters/bart_simpson/pic_0460.jpg,0,73,267,420,2
891,./characters/bart_simpson/pic_0466.jpg,19,185,157,322,2
892,./characters/bart_simpson/pic_0467.jpg,33,78,281,338,2
893,./characters/bart_simpson/pic_0469.jpg,146,103,329,288,2
894,./characters/bart_simpson/pic_0470.jpg,192,70,373,351,2
895,./characters/bart_simpson/pic_0472.jpg,218,19,519,309,2
896,./characters/bart_simpson/pic_0477.jpg,67,38,294,371,2
897,./characters/bart_simpson/pic_0479.jpg,168,11,379,354,2
898,./characters/bart_simpson/pic_0484.jpg,60,54,214,232,2
899,./characters/bart_simpson/pic_0495.jpg,67,58,237,358,2
900,./characters/bart_simpson/pic_0496.jpg,28,14,241,306,2
901,./characters/bart_simpson/pic_0499.jpg,128,105,301,445,2
902,./characters/bart_simpson/pic_0500.jpg,127,22,314,410,2
903,./characters/bart_simpson/pic_0501.jpg,151,28,340,334,2
904,./characters/bart_simpson/pic_0502.jpg,77,220,216,475,2
905,./characters/bart_simpson/pic_0506.jpg,25,2,215,266,2
906,./characters/bart_simpson/pic_0507.jpg,68,83,256,370,2
907,./characters/bart_simpson/pic_0508.jpg,174,35,429,329,2
908,./characters/bart_simpson/pic_0510.jpg,168,210,286,392,2
909,./characters/bart_simpson/pic_0513.jpg,289,3,505,354,2
910,./characters/bart_simpson/pic_0514.jpg,374,167,566,464,2
911,./characters/bart_simpson/pic_0515.jpg,188,57,388,470,2
912,./characters/bart_simpson/pic_0516.jpg,146,19,460,356,2
913,./characters/bart_simpson/pic_0517.jpg,135,26,369,355,2
914,./characters/bart_simpson/pic_0520.jpg,12,58,214,364,2
915,./characters/bart_simpson/pic_0523.jpg,116,30,267,368,2
916,./characters/bart_simpson/pic_0530.jpg,28,85,228,418,2
917,./characters/bart_simpson/pic_0532.jpg,95,179,183,395,2
918,./characters/bart_simpson/pic_0537.jpg,2,64,157,291,2
919,./characters/bart_simpson/pic_0542.jpg,68,171,172,390,2
920,./characters/bart_simpson/pic_0543.jpg,201,12,456,404,2
921,./characters/bart_simpson/pic_0545.jpg,47,74,172,296,2
922,./characters/bart_simpson/pic_0546.jpg,101,72,261,370,2
923,./characters/bart_simpson/pic_0552.jpg,16,15,189,409,2
924,./characters/bart_simpson/pic_0554.jpg,224,16,487,467,2
925,./characters/bart_simpson/pic_0556.jpg,82,19,237,328,2
926,./characters/bart_simpson/pic_0557.jpg,60,99,263,314,2
927,./characters/bart_simpson/pic_0560.jpg,114,156,242,405,2
928,./characters/bart_simpson/pic_0561.jpg,49,154,162,329,2
929,./characters/bart_simpson/pic_0565.jpg,17,115,259,466,2
930,./characters/bart_simpson/pic_0570.jpg,118,28,282,368,2
931,./characters/bart_simpson/pic_0571.jpg,95,90,315,467,2
932,./characters/bart_simpson/pic_0573.jpg,15,87,224,360,2
933,./characters/bart_simpson/pic_0577.jpg,163,167,308,454,2
934,./characters/bart_simpson/pic_0579.jpg,46,191,224,413,2
935,./characters/bart_simpson/pic_0582.jpg,149,124,273,375,2
936,./characters/bart_simpson/pic_0587.jpg,89,102,221,352,2
937,./characters/bart_simpson/pic_0596.jpg,26,48,226,409,2
938,./characters/bart_simpson/pic_0600.jpg,217,53,357,309,2
939,./characters/bart_simpson/pic_0601.jpg,158,28,440,436,2
940,./characters/bart_simpson/pic_0602.jpg,85,119,234,396,2
941,./characters/bart_simpson/pic_0603.jpg,123,156,273,399,2
942,./characters/bart_simpson/pic_0608.jpg,152,7,501,395,2
943,./characters/bart_simpson/pic_0609.jpg,44,75,237,414,2
944,./characters/bart_simpson/pic_0616.jpg,114,6,370,395,2
945,./characters/bart_simpson/pic_0617.jpg,58,185,191,438,2
946,./characters/bart_simpson/pic_0621.jpg,45,72,272,409,2
947,./characters/bart_simpson/pic_0629.jpg,125,188,259,377,2
948,./characters/bart_simpson/pic_0631.jpg,51,160,157,418,2
949,./characters/bart_simpson/pic_0633.jpg,176,29,408,382,2
950,./characters/bart_simpson/pic_0634.jpg,10,60,211,373,2
951,./characters/bart_simpson/pic_0637.jpg,9,24,199,383,2
952,./characters/bart_simpson/pic_0640.jpg,97,78,218,303,2
953,./characters/bart_simpson/pic_0644.jpg,178,7,441,327,2
954,./characters/bart_simpson/pic_0645.jpg,159,67,306,298,2
955,./characters/bart_simpson/pic_0654.jpg,99,136,279,345,2
956,./characters/bart_simpson/pic_0657.jpg,29,15,159,311,2
957,./characters/bart_simpson/pic_0658.jpg,18,124,169,378,2
958,./characters/bart_simpson/pic_0659.jpg,132,111,226,286,2
959,./characters/bart_simpson/pic_0661.jpg,163,31,312,419,2
960,./characters/bart_simpson/pic_0664.jpg,24,56,211,300,2
961,./characters/bart_simpson/pic_0667.jpg,69,117,263,387,2
962,./characters/bart_simpson/pic_0668.jpg,151,7,403,392,2
963,./characters/bart_simpson/pic_0670.jpg,129,138,286,402,2
964,./characters/bart_simpson/pic_0671.jpg,111,138,275,427,2
965,./characters/bart_simpson/pic_0672.jpg,93,151,263,382,2
966,./characters/bart_simpson/pic_0676.jpg,80,7,321,356,2
967,./characters/bart_simpson/pic_0677.jpg,122,37,269,330,2
968,./characters/bart_simpson/pic_0681.jpg,155,44,424,407,2
969,./characters/bart_simpson/pic_0682.jpg,3,72,143,385,2
970,./characters/bart_simpson/pic_0683.jpg,67,195,166,387,2
971,./characters/bart_simpson/pic_0685.jpg,74,85,226,351,2
972,./characters/bart_simpson/pic_0686.jpg,1,29,180,175,2
973,./characters/bart_simpson/pic_0695.jpg,54,67,238,397,2
974,./characters/bart_simpson/pic_0697.jpg,138,115,222,299,2
975,./characters/bart_simpson/pic_0699.jpg,45,164,171,342,2
976,./characters/bart_simpson/pic_0700.jpg,63,101,294,377,2
977,./characters/bart_simpson/pic_0702.jpg,72,24,308,418,2
978,./characters/bart_simpson/pic_0703.jpg,146,31,272,286,2
979,./characters/bart_simpson/pic_0705.jpg,323,158,448,342,2
980,./characters/bart_simpson/pic_0706.jpg,169,30,431,385,2
981,./characters/bart_simpson/pic_0711.jpg,180,46,433,405,2
982,./characters/bart_simpson/pic_0713.jpg,3,47,204,417,2
983,./characters/bart_simpson/pic_0715.jpg,56,135,222,391,2
984,./characters/bart_simpson/pic_0717.jpg,196,15,403,344,2
985,./characters/bart_simpson/pic_0718.jpg,104,115,260,331,2
986,./characters/bart_simpson/pic_0722.jpg,2,6,285,411,2
987,./characters/bart_simpson/pic_0724.jpg,72,48,315,471,2
988,./characters/bart_simpson/pic_0725.jpg,64,198,238,453,2
989,./characters/bart_simpson/pic_0726.jpg,104,36,286,300,2
990,./characters/bart_simpson/pic_0730.jpg,114,123,260,378,2
991,./characters/bart_simpson/pic_0734.jpg,212,15,441,366,2
992,./characters/bart_simpson/pic_0736.jpg,110,127,197,331,2
993,./characters/bart_simpson/pic_0738.jpg,107,56,430,376,2
994,./characters/bart_simpson/pic_0739.jpg,66,95,278,363,2
995,./characters/bart_simpson/pic_0740.jpg,109,24,266,291,2
996,./characters/bart_simpson/pic_0741.jpg,100,176,202,393,2
997,./characters/bart_simpson/pic_0744.jpg,134,20,350,333,2
998,./characters/bart_simpson/pic_0747.jpg,128,6,410,415,2
999,./characters/bart_simpson/pic_0748.jpg,59,11,249,325,2
1000,./characters/bart_simpson/pic_0750.jpg,87,103,258,382,2
1001,./characters/bart_simpson/pic_0758.jpg,149,22,457,464,2
1002,./characters/bart_simpson/pic_0760.jpg,74,59,236,383,2
1003,./characters/bart_simpson/pic_0761.jpg,148,31,440,467,2
1004,./characters/bart_simpson/pic_0765.jpg,198,16,454,324,2
1005,./characters/bart_simpson/pic_0766.jpg,64,89,227,284,2
1006,./characters/bart_simpson/pic_0768.jpg,134,65,285,379,2
1007,./characters/bart_simpson/pic_0769.jpg,85,64,237,267,2
1008,./characters/bart_simpson/pic_0770.jpg,261,44,494,297,2
1009,./characters/bart_simpson/pic_0776.jpg,5,4,248,382,2
1010,./characters/bart_simpson/pic_0786.jpg,144,9,439,353,2
1011,./characters/bart_simpson/pic_0787.jpg,56,73,236,382,2
1012,./characters/bart_simpson/pic_0789.jpg,229,16,364,291,2
1013,./characters/bart_simpson/pic_0790.jpg,5,11,230,398,2
1014,./characters/bart_simpson/pic_0798.jpg,216,11,481,395,2
1015,./characters/bart_simpson/pic_0802.jpg,79,38,520,358,2
1016,./characters/bart_simpson/pic_0804.jpg,131,1,441,391,2
1017,./characters/bart_simpson/pic_0808.jpg,30,150,177,423,2
1018,./characters/bart_simpson/pic_0810.jpg,80,107,259,431,2
1019,./characters/bart_simpson/pic_0812.jpg,6,21,249,400,2
1020,./characters/bart_simpson/pic_0815.jpg,262,53,613,362,2
1021,./characters/bart_simpson/pic_0817.jpg,3,16,247,388,2
1022,./characters/bart_simpson/pic_0820.jpg,215,122,437,455,2
1023,./characters/bart_simpson/pic_0821.jpg,42,6,269,410,2
1024,./characters/bart_simpson/pic_0823.jpg,38,8,197,266,2
1025,./characters/bart_simpson/pic_0824.jpg,82,24,541,396,2
1026,./characters/bart_simpson/pic_0825.jpg,93,8,444,406,2
1027,./characters/bart_simpson/pic_0828.jpg,102,27,317,393,2
1028,./characters/bart_simpson/pic_0830.jpg,3,182,157,419,2
1029,./characters/bart_simpson/pic_0831.jpg,86,160,244,335,2
1030,./characters/bart_simpson/pic_0832.jpg,66,85,200,355,2
1031,./characters/bart_simpson/pic_0835.jpg,205,15,416,396,2
1032,./characters/bart_simpson/pic_0837.jpg,205,8,489,376,2
1033,./characters/bart_simpson/pic_0841.jpg,145,139,270,373,2
1034,./characters/bart_simpson/pic_0843.jpg,215,3,425,409,2
1035,./characters/bart_simpson/pic_0845.jpg,34,153,185,417,2
1036,./characters/bart_simpson/pic_0849.jpg,160,40,444,425,2
1037,./characters/bart_simpson/pic_0851.jpg,277,7,572,402,2
1038,./characters/bart_simpson/pic_0852.jpg,71,8,199,223,2
1039,./characters/bart_simpson/pic_0856.jpg,134,87,312,321,2
1040,./characters/bart_simpson/pic_0857.jpg,56,203,203,404,2
1041,./characters/bart_simpson/pic_0860.jpg,106,70,281,319,2
1042,./characters/bart_simpson/pic_0861.jpg,237,111,375,299,2
1043,./characters/bart_simpson/pic_0863.jpg,69,6,276,372,2
1044,./characters/bart_simpson/pic_0869.jpg,95,16,317,301,2
1045,./characters/bart_simpson/pic_0870.jpg,261,104,459,340,2
1046,./characters/bart_simpson/pic_0871.jpg,202,93,481,420,2
1047,./characters/bart_simpson/pic_0872.jpg,147,71,393,414,2
1048,./characters/bart_simpson/pic_0875.jpg,3,1,178,308,2
1049,./characters/bart_simpson/pic_0877.jpg,71,144,225,369,2
1050,./characters/bart_simpson/pic_0878.jpg,9,4,177,330,2
1051,./characters/bart_simpson/pic_0882.jpg,57,119,270,363,2
1052,./characters/bart_simpson/pic_0883.jpg,165,4,572,406,2
1053,./characters/bart_simpson/pic_0885.jpg,9,51,166,424,2
1054,./characters/bart_simpson/pic_0889.jpg,235,9,491,327,2
1055,./characters/bart_simpson/pic_0890.jpg,190,28,439,390,2
1056,./characters/bart_simpson/pic_0891.jpg,88,201,226,400,2
1057,./characters/bart_simpson/pic_0893.jpg,104,115,257,375,2
1058,./characters/bart_simpson/pic_0894.jpg,113,11,414,338,2
1059,./characters/bart_simpson/pic_0896.jpg,155,79,488,363,2
1060,./characters/bart_simpson/pic_0897.jpg,213,14,416,353,2
1061,./characters/bart_simpson/pic_0898.jpg,134,121,274,389,2
1062,./characters/bart_simpson/pic_0900.jpg,33,133,276,425,2
1063,./characters/bart_simpson/pic_0905.jpg,42,151,230,393,2
1064,./characters/bart_simpson/pic_0906.jpg,20,30,258,404,2
1065,./characters/bart_simpson/pic_0909.jpg,214,36,330,403,2
1066,./characters/bart_simpson/pic_0911.jpg,52,54,204,309,2
1067,./characters/bart_simpson/pic_0912.jpg,71,145,220,317,2
1068,./characters/bart_simpson/pic_0914.jpg,67,68,235,302,2
1069,./characters/bart_simpson/pic_0918.jpg,209,2,441,385,2
1070,./characters/bart_simpson/pic_0919.jpg,114,15,394,332,2
1071,./characters/bart_simpson/pic_0920.jpg,87,193,206,414,2
1072,./characters/bart_simpson/pic_0921.jpg,114,6,310,319,2
1073,./characters/bart_simpson/pic_0926.jpg,33,64,218,352,2
1074,./characters/bart_simpson/pic_0927.jpg,10,54,207,419,2
1075,./characters/bart_simpson/pic_0928.jpg,129,101,282,337,2
1076,./characters/bart_simpson/pic_0931.jpg,149,6,364,355,2
1077,./characters/bart_simpson/pic_0938.jpg,274,8,512,406,2
1078,./characters/bart_simpson/pic_0941.jpg,191,8,465,402,2
1079,./characters/bart_simpson/pic_0942.jpg,157,39,396,392,2
1080,./characters/bart_simpson/pic_0943.jpg,0,31,201,340,2
1081,./characters/bart_simpson/pic_0944.jpg,54,160,249,344,2
1082,./characters/bart_simpson/pic_0951.jpg,117,161,494,271,2
1083,./characters/bart_simpson/pic_0952.jpg,81,22,290,418,2
1084,./characters/bart_simpson/pic_0954.jpg,50,82,164,362,2
1085,./characters/bart_simpson/pic_0958.jpg,76,130,186,357,2
1086,./characters/bart_simpson/pic_0959.jpg,20,27,225,337,2
1087,./characters/bart_simpson/pic_0961.jpg,104,97,272,264,2
1088,./characters/bart_simpson/pic_0964.jpg,181,8,458,399,2
1089,./characters/bart_simpson/pic_0967.jpg,143,137,250,313,2
1090,./characters/bart_simpson/pic_0968.jpg,179,1,422,386,2
1091,./characters/bart_simpson/pic_0970.jpg,75,5,372,390,2
1092,./characters/bart_simpson/pic_0971.jpg,97,27,373,191,2
1093,./characters/bart_simpson/pic_0972.jpg,179,34,416,351,2
1094,./characters/bart_simpson/pic_0976.jpg,167,96,307,347,2
1095,./characters/bart_simpson/pic_0977.jpg,65,188,233,454,2
1096,./characters/bart_simpson/pic_0980.jpg,75,26,277,424,2
1097,./characters/bart_simpson/pic_0983.jpg,198,51,324,314,2
1098,./characters/bart_simpson/pic_0985.jpg,127,40,295,329,2
1099,./characters/bart_simpson/pic_0986.jpg,252,124,383,278,2
1100,./characters/bart_simpson/pic_0987.jpg,168,10,437,341,2
1101,./characters/bart_simpson/pic_0988.jpg,32,43,283,409,2
1102,./characters/bart_simpson/pic_0989.jpg,54,129,202,374,2
1103,./characters/bart_simpson/pic_0990.jpg,45,144,224,395,2
1104,./characters/bart_simpson/pic_0991.jpg,48,162,162,338,2
1105,./characters/bart_simpson/pic_0993.jpg,97,106,258,296,2
1106,./characters/bart_simpson/pic_0994.jpg,16,23,302,429,2
1107,./characters/bart_simpson/pic_0997.jpg,213,15,379,278,2
1108,./characters/bart_simpson/pic_1000.jpg,150,61,458,457,2
1109,./characters/bart_simpson/pic_1001.jpg,96,172,196,344,2
1110,./characters/bart_simpson/pic_1002.jpg,38,5,258,377,2
1111,./characters/bart_simpson/pic_1009.jpg,101,140,253,340,2
1112,./characters/bart_simpson/pic_1010.jpg,84,104,268,301,2
1113,./characters/bart_simpson/pic_1011.jpg,88,114,267,413,2
1114,./characters/bart_simpson/pic_1013.jpg,99,149,247,407,2
1115,./characters/bart_simpson/pic_1015.jpg,214,187,357,450,2
1116,./characters/bart_simpson/pic_1020.jpg,204,6,422,317,2
1117,./characters/bart_simpson/pic_1021.jpg,99,163,205,318,2
1118,./characters/bart_simpson/pic_1022.jpg,144,26,418,414,2
1119,./characters/bart_simpson/pic_1023.jpg,248,35,466,429,2
1120,./characters/bart_simpson/pic_1024.jpg,169,8,428,373,2
1121,./characters/bart_simpson/pic_1025.jpg,120,153,235,362,2
1122,./characters/bart_simpson/pic_1027.jpg,33,36,190,223,2
1123,./characters/bart_simpson/pic_1029.jpg,151,2,418,424,2
1124,./characters/bart_simpson/pic_1032.jpg,142,4,410,411,2
1125,./characters/bart_simpson/pic_1034.jpg,215,63,470,442,2
1126,./characters/bart_simpson/pic_1035.jpg,7,8,381,421,2
1127,./characters/bart_simpson/pic_1037.jpg,39,56,282,400,2
1128,./characters/bart_simpson/pic_1038.jpg,42,10,311,375,2
1129,./characters/bart_simpson/pic_1041.jpg,318,19,561,449,2
1130,./characters/bart_simpson/pic_1044.jpg,131,31,354,348,2
1131,./characters/bart_simpson/pic_1045.jpg,166,7,405,341,2
1132,./characters/bart_simpson/pic_1046.jpg,116,3,281,277,2
1133,./characters/bart_simpson/pic_1050.jpg,13,44,159,379,2
1134,./characters/bart_simpson/pic_1052.jpg,220,24,489,459,2
1135,./characters/bart_simpson/pic_1053.jpg,146,5,396,357,2
1136,./characters/bart_simpson/pic_1057.jpg,45,10,254,414,2
1137,./characters/bart_simpson/pic_1061.jpg,228,47,350,250,2
1138,./characters/bart_simpson/pic_1062.jpg,126,202,259,391,2
1139,./characters/bart_simpson/pic_1064.jpg,7,9,220,414,2
1140,./characters/bart_simpson/pic_1065.jpg,127,45,411,461,2
1141,./characters/bart_simpson/pic_1066.jpg,98,140,228,339,2
1142,./characters/bart_simpson/pic_1070.jpg,179,49,466,463,2
1143,./characters/bart_simpson/pic_1071.jpg,216,20,440,326,2
1144,./characters/bart_simpson/pic_1073.jpg,7,105,304,470,2
1145,./characters/bart_simpson/pic_1079.jpg,257,37,460,337,2
1146,./characters/bart_simpson/pic_1082.jpg,171,2,380,340,2
1147,./characters/bart_simpson/pic_1084.jpg,71,5,280,265,2
1148,./characters/bart_simpson/pic_1090.jpg,25,89,156,340,2
1149,./characters/bart_simpson/pic_1092.jpg,35,15,309,392,2
1150,./characters/bart_simpson/pic_1093.jpg,152,178,275,343,2
1151,./characters/bart_simpson/pic_1094.jpg,153,17,388,307,2
1152,./characters/bart_simpson/pic_1097.jpg,210,7,479,396,2
1153,./characters/bart_simpson/pic_1098.jpg,118,80,229,337,2
1154,./characters/bart_simpson/pic_1100.jpg,112,5,393,420,2
1155,./characters/bart_simpson/pic_1104.jpg,244,90,467,364,2
1156,./characters/bart_simpson/pic_1105.jpg,78,60,276,395,2
1157,./characters/bart_simpson/pic_1106.jpg,285,47,441,305,2
1158,./characters/bart_simpson/pic_1109.jpg,21,1,314,471,2
1159,./characters/bart_simpson/pic_1110.jpg,65,14,286,409,2
1160,./characters/bart_simpson/pic_1115.jpg,54,36,216,340,2
1161,./characters/bart_simpson/pic_1117.jpg,23,2,214,352,2
1162,./characters/bart_simpson/pic_1119.jpg,69,30,283,408,2
1163,./characters/bart_simpson/pic_1120.jpg,170,4,357,330,2
1164,./characters/bart_simpson/pic_1127.jpg,148,7,537,470,2
1165,./characters/bart_simpson/pic_1130.jpg,125,138,220,236,2
1166,./characters/bart_simpson/pic_1131.jpg,87,131,276,336,2
1167,./characters/bart_simpson/pic_1132.jpg,68,108,260,345,2
1168,./characters/bart_simpson/pic_1135.jpg,81,118,257,316,2
1169,./characters/bart_simpson/pic_1136.jpg,3,98,220,333,2
1170,./characters/bart_simpson/pic_1138.jpg,39,31,266,407,2
1171,./characters/bart_simpson/pic_1141.jpg,229,28,408,385,2
1172,./characters/bart_simpson/pic_1144.jpg,122,47,310,338,2
1173,./characters/bart_simpson/pic_1145.jpg,85,113,271,324,2
1174,./characters/bart_simpson/pic_1147.jpg,32,2,203,315,2
1175,./characters/bart_simpson/pic_1149.jpg,183,7,442,322,2
1176,./characters/bart_simpson/pic_1150.jpg,120,9,487,468,2
1177,./characters/bart_simpson/pic_1151.jpg,293,15,528,450,2
1178,./characters/bart_simpson/pic_1153.jpg,227,15,389,336,2
1179,./characters/bart_simpson/pic_1155.jpg,105,13,308,337,2
1180,./characters/bart_simpson/pic_1157.jpg,1,1,309,346,2
1181,./characters/bart_simpson/pic_1158.jpg,6,25,235,342,2
1182,./characters/bart_simpson/pic_1162.jpg,13,193,169,448,2
1183,./characters/bart_simpson/pic_1164.jpg,27,127,121,265,2
1184,./characters/bart_simpson/pic_1165.jpg,82,2,306,330,2
1185,./characters/bart_simpson/pic_1166.jpg,48,3,263,317,2
1186,./characters/bart_simpson/pic_1169.jpg,186,25,392,307,2
1187,./characters/bart_simpson/pic_1176.jpg,268,20,538,432,2
1188,./characters/bart_simpson/pic_1177.jpg,253,154,329,302,2
1189,./characters/bart_simpson/pic_1182.jpg,49,27,355,398,2
1190,./characters/bart_simpson/pic_1189.jpg,134,4,356,292,2
1191,./characters/bart_simpson/pic_1193.jpg,108,198,264,470,2
1192,./characters/bart_simpson/pic_1194.jpg,229,2,533,451,2
1193,./characters/bart_simpson/pic_1196.jpg,19,121,161,345,2
1194,./characters/bart_simpson/pic_1197.jpg,120,202,286,467,2
1195,./characters/bart_simpson/pic_1199.jpg,302,20,571,461,2
1196,./characters/bart_simpson/pic_1202.jpg,8,13,182,357,2
1197,./characters/bart_simpson/pic_1204.jpg,101,29,374,475,2
1198,./characters/bart_simpson/pic_1207.jpg,225,62,435,367,2
1199,./characters/bart_simpson/pic_1212.jpg,102,157,253,400,2
1200,./characters/bart_simpson/pic_1215.jpg,39,64,262,419,2
1201,./characters/bart_simpson/pic_1218.jpg,53,105,258,461,2
1202,./characters/bart_simpson/pic_1222.jpg,89,206,229,409,2
1203,./characters/bart_simpson/pic_1223.jpg,33,169,214,397,2
1204,./characters/bart_simpson/pic_1227.jpg,84,200,215,353,2
1205,./characters/bart_simpson/pic_1228.jpg,151,195,265,373,2
1206,./characters/bart_simpson/pic_1230.jpg,69,67,258,406,2
1207,./characters/bart_simpson/pic_1238.jpg,104,156,207,348,2
1208,./characters/bart_simpson/pic_1239.jpg,134,6,436,352,2
1209,./characters/bart_simpson/pic_1240.jpg,163,15,390,384,2
1210,./characters/bart_simpson/pic_1241.jpg,161,13,445,396,2
1211,./characters/bart_simpson/pic_1247.jpg,108,157,246,464,2
1212,./characters/bart_simpson/pic_1248.jpg,37,41,256,373,2
1213,./characters/bart_simpson/pic_1249.jpg,85,228,195,424,2
1214,./characters/bart_simpson/pic_1252.jpg,69,171,226,388,2
1215,./characters/bart_simpson/pic_1253.jpg,145,96,280,302,2
1216,./characters/bart_simpson/pic_1254.jpg,6,230,120,392,2
1217,./characters/bart_simpson/pic_1255.jpg,102,65,251,381,2
1218,./characters/bart_simpson/pic_1256.jpg,7,20,253,395,2
1219,./characters/bart_simpson/pic_1258.jpg,58,7,379,377,2
1220,./characters/bart_simpson/pic_1260.jpg,106,2,277,285,2
1221,./characters/bart_simpson/pic_1261.jpg,77,64,254,391,2
1222,./characters/bart_simpson/pic_1262.jpg,163,24,285,235,2
1223,./characters/bart_simpson/pic_1266.jpg,83,109,241,346,2
1224,./characters/bart_simpson/pic_1267.jpg,21,33,242,407,2
1225,./characters/bart_simpson/pic_1269.jpg,220,68,366,354,2
1226,./characters/bart_simpson/pic_1270.jpg,149,9,412,397,2
1227,./characters/bart_simpson/pic_1273.jpg,0,2,285,423,2
1228,./characters/bart_simpson/pic_1276.jpg,29,3,570,410,2
1229,./characters/bart_simpson/pic_1277.jpg,184,100,277,268,2
1230,./characters/bart_simpson/pic_1280.jpg,120,16,278,382,2
1231,./characters/bart_simpson/pic_1282.jpg,91,102,202,285,2
1232,./characters/bart_simpson/pic_1284.jpg,143,11,411,409,2
1233,./characters/bart_simpson/pic_1285.jpg,152,4,412,409,2
1234,./characters/bart_simpson/pic_1288.jpg,34,117,208,338,2
1235,./characters/bart_simpson/pic_1290.jpg,135,4,454,404,2
1236,./characters/bart_simpson/pic_1293.jpg,86,63,281,373,2
1237,./characters/bart_simpson/pic_1295.jpg,50,150,272,392,2
1238,./characters/bart_simpson/pic_1296.jpg,109,31,263,267,2
1239,./characters/bart_simpson/pic_1299.jpg,44,136,241,362,2
1240,./characters/bart_simpson/pic_1301.jpg,87,164,245,424,2
1241,./characters/bart_simpson/pic_1302.jpg,71,174,203,399,2
1242,./characters/bart_simpson/pic_1304.jpg,158,29,420,361,2
1243,./characters/bart_simpson/pic_1308.jpg,114,6,416,340,2
1244,./characters/bart_simpson/pic_1311.jpg,23,7,217,286,2
1245,./characters/bart_simpson/pic_1315.jpg,127,6,332,395,2
1246,./characters/bart_simpson/pic_1316.jpg,201,11,462,381,2
1247,./characters/bart_simpson/pic_1317.jpg,29,23,277,392,2
1248,./characters/bart_simpson/pic_1319.jpg,49,11,363,315,2
1249,./characters/charles_montgomery_burns/pic_0002.jpg,97,26,155,82,3
1250,./characters/charles_montgomery_burns/pic_0003.jpg,34,4,138,115,3
1251,./characters/charles_montgomery_burns/pic_0007.jpg,1,16,84,114,3
1252,./characters/charles_montgomery_burns/pic_0011.jpg,0,0,56,74,3
1253,./characters/charles_montgomery_burns/pic_0012.jpg,2,19,67,94,3
1254,./characters/charles_montgomery_burns/pic_0015.jpg,9,4,74,95,3
1255,./characters/charles_montgomery_burns/pic_0018.jpg,43,16,90,118,3
1256,./characters/charles_montgomery_burns/pic_0022.jpg,35,2,152,106,3
1257,./characters/charles_montgomery_burns/pic_0024.jpg,69,19,144,103,3
1258,./characters/charles_montgomery_burns/pic_0031.jpg,57,22,117,88,3
1259,./characters/charles_montgomery_burns/pic_0032.jpg,5,24,61,99,3
1260,./characters/charles_montgomery_burns/pic_0033.jpg,91,32,163,113,3
1261,./characters/charles_montgomery_burns/pic_0042.jpg,47,3,119,116,3
1262,./characters/charles_montgomery_burns/pic_0045.jpg,50,4,104,94,3
1263,./characters/charles_montgomery_burns/pic_0050.jpg,55,12,119,109,3
1264,./characters/charles_montgomery_burns/pic_0062.jpg,13,1,91,117,3
1265,./characters/charles_montgomery_burns/pic_0064.jpg,2,3,70,75,3
1266,./characters/charles_montgomery_burns/pic_0072.jpg,24,2,91,117,3
1267,./characters/charles_montgomery_burns/pic_0074.jpg,17,55,40,94,3
1268,./characters/charles_montgomery_burns/pic_0076.jpg,76,3,134,72,3
1269,./characters/charles_montgomery_burns/pic_0077.jpg,46,8,109,94,3
1270,./characters/charles_montgomery_burns/pic_0078.jpg,81,17,137,97,3
1271,./characters/charles_montgomery_burns/pic_0079.jpg,31,7,121,84,3
1272,./characters/charles_montgomery_burns/pic_0086.jpg,56,11,127,79,3
1273,./characters/charles_montgomery_burns/pic_0087.jpg,58,19,116,75,3
1274,./characters/charles_montgomery_burns/pic_0088.jpg,50,0,122,98,3
1275,./characters/charles_montgomery_burns/pic_0089.jpg,77,9,109,63,3
1276,./characters/charles_montgomery_burns/pic_0093.jpg,53,51,91,107,3
1277,./characters/charles_montgomery_burns/pic_0097.jpg,44,19,172,139,3
1278,./characters/charles_montgomery_burns/pic_0100.jpg,24,20,87,120,3
1279,./characters/charles_montgomery_burns/pic_0103.jpg,19,8,66,84,3
1280,./characters/charles_montgomery_burns/pic_0105.jpg,78,16,150,106,3
1281,./characters/charles_montgomery_burns/pic_0107.jpg,0,0,126,104,3
1282,./characters/charles_montgomery_burns/pic_0109.jpg,68,8,128,99,3
1283,./characters/charles_montgomery_burns/pic_0112.jpg,42,4,154,95,3
1284,./characters/charles_montgomery_burns/pic_0114.jpg,73,7,162,121,3
1285,./characters/charles_montgomery_burns/pic_0115.jpg,51,4,126,100,3
1286,./characters/charles_montgomery_burns/pic_0116.jpg,21,2,75,79,3
1287,./characters/charles_montgomery_burns/pic_0118.jpg,41,2,136,111,3
1288,./characters/charles_montgomery_burns/pic_0120.jpg,34,0,120,123,3
1289,./characters/charles_montgomery_burns/pic_0121.jpg,59,19,117,98,3
1290,./characters/charles_montgomery_burns/pic_0125.jpg,54,6,126,104,3
1291,./characters/charles_montgomery_burns/pic_0126.jpg,87,0,161,101,3
1292,./characters/charles_montgomery_burns/pic_0130.jpg,72,5,178,120,3
1293,./characters/charles_montgomery_burns/pic_0132.jpg,61,30,122,81,3
